TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating
4787,981,2018,3,Family,460,4.3
4788,216,2022,1,Business,229,3.3
4789,648,2018,10,Family,216,3.1
4790,832,2023,11,Business,470,3.3
4791,715,2023,9,Family,460,1.9
4792,646,2023,9,Friends,384,1.7
4793,737,2020,2,Business,144,3.4
4794,910,2020,4,Family,34,3.5
4795,198,2021,10,Friends,211,3.5
4796,511,2019,10,Business,56,1.3
4797,678,2019,8,Family,31,4.4
4798,390,2020,9,Business,458,2.7
4799,810,2022,7,Couples,339,2.0
4800,599,2018,11,Friends,445,1.1
4801,17,2020,2,Friends,359,4.9
4802,846,2021,4,Solo,315,4.9
4803,965,2020,10,Friends,147,2.3
4804,566,2019,10,Business,169,3.2
4805,548,2019,5,Couples,350,1.8
4806,860,2020,4,Couples,100,4.7
4807,748,2019,2,Solo,325,1.5
4808,703,2023,11,Solo,381,4.7
4809,271,2023,5,Family,437,3.6
4810,243,2019,5,Solo,61,1.3
4811,287,2021,6,Business,222,1.4
4812,847,2021,8,Friends,441,2.8
4813,199,2021,10,Couples,88,1.8
4814,333,2020,7,Family,482,2.1
4815,754,2022,1,Couples,359,1.3
4816,378,2021,4,Solo,145,3.8
4817,321,2021,11,Solo,454,2.8
4818,477,2020,3,Couples,448,1.4
4819,276,2022,6,Family,403,2.9
4820,734,2023,1,Family,80,3.6
4821,345,2020,12,Solo,233,3.0
4822,421,2021,8,Couples,239,1.6
4823,318,2021,10,Couples,294,4.0
4824,824,2022,3,Family,278,4.8
4825,846,2023,3,Couples,362,4.5
4826,496,2022,6,Business,294,4.3
4827,623,2021,7,Solo,1,5.0
4828,142,2019,5,Couples,70,1.5
4829,115,2020,1,Family,489,1.7
4830,578,2020,7,Solo,223,1.0
4831,325,2020,6,Couples,162,2.8
4832,167,2023,1,Couples,334,1.6
4833,285,2021,1,Solo,337,1.8
4834,482,2018,1,Friends,455,3.7
4835,957,2018,10,Business,128,3.2
4836,932,2019,9,Family,406,3.7
4837,921,2023,8,Solo,241,2.9
4838,61,2018,8,Solo,282,3.0
4839,93,2019,2,Business,36,3.0
4840,975,2018,8,Business,159,3.0
4841,232,2018,1,Business,288,2.7
4842,647,2018,8,Business,352,3.6
4843,421,2021,1,Family,91,4.5
4844,303,2019,8,Friends,150,3.9
4845,829,2019,3,Family,64,2.8
4846,29,2019,3,Friends,343,2.2
4847,524,2020,3,Business,477,2.0
4848,149,2022,6,Couples,39,4.5
4849,810,2022,3,Family,465,2.6
4850,114,2019,11,Friends,60,1.8
4851,135,2023,11,Family,439,1.6
4852,658,2018,12,Solo,475,3.1
4853,726,2021,3,Solo,278,4.3
4854,859,2018,12,Couples,382,1.7
4855,719,2018,3,Business,468,2.0
4856,114,2022,7,Couples,235,4.6
4857,218,2018,3,Family,414,1.3
4858,419,2018,11,Business,57,4.8
4859,568,2023,6,Couples,481,3.9
4860,452,2020,6,Friends,381,2.2
4861,9,2020,8,Friends,118,2.2
4862,510,2021,8,Couples,449,4.6
4863,103,2023,2,Friends,177,4.2
4864,127,2021,10,Business,485,2.6
4865,874,2022,4,Family,204,1.4
4866,324,2018,12,Couples,472,4.0
4867,965,2021,5,Solo,392,3.8
4868,526,2019,7,Solo,319,2.8
4869,810,2020,8,Solo,154,4.5
4870,558,2023,9,Business,328,3.6
4871,576,2020,10,Couples,256,1.3
4872,394,2020,7,Friends,278,1.9
4873,45,2021,1,Couples,242,3.9
4874,774,2018,8,Friends,497,4.0
4875,185,2023,5,Couples,87,1.8
4876,728,2023,6,Family,338,3.5
4877,235,2021,6,Friends,267,1.9
4878,979,2021,5,Couples,211,2.1
4879,265,2018,6,Family,449,3.0
4880,3,2023,5,Friends,343,4.9
4881,55,2022,1,Family,263,4.3
4882,603,2019,1,Friends,407,1.2
4883,120,2019,8,Business,133,1.4
4884,150,2021,4,Solo,91,2.6
4885,997,2023,1,Business,29,3.0
4886,188,2018,12,Couples,10,4.3
4887,949,2020,5,Couples,103,4.9
4888,474,2023,6,Family,201,2.8
4889,938,2019,1,Friends,6,2.2
4890,747,2018,7,Family,92,1.9
4891,583,2021,9,Couples,492,3.8
4892,192,2023,1,Solo,298,3.7
4893,771,2021,12,Solo,144,1.4
4894,302,2018,9,Business,179,4.2
4895,545,2019,3,Solo,210,3.0
4896,527,2022,3,Family,378,1.7
4897,963,2022,12,Solo,179,2.0
4898,188,2018,6,Friends,471,2.8
4899,395,2023,5,Family,439,3.8
4900,578,2018,8,Couples,236,1.8
4901,448,2018,12,Family,256,1.1
4902,596,2020,3,Friends,290,2.8
4903,569,2019,9,Solo,366,2.6
4904,197,2021,6,Couples,445,1.2
4905,992,2021,11,Family,461,4.3
4906,851,2020,6,Family,41,2.7
4907,280,2022,7,Couples,374,4.6
4908,466,2018,1,Family,330,2.7
4909,131,2023,7,Family,261,1.8
4910,381,2020,10,Couples,91,1.7
4911,177,2021,11,Business,348,2.9
4912,814,2019,8,Solo,397,1.5
4913,624,2023,10,Couples,251,1.9
4914,712,2019,4,Couples,288,2.1
4915,490,2021,9,Couples,134,3.3
4916,914,2021,9,Family,176,2.4
4917,163,2022,10,Family,181,2.7
4918,27,2020,11,Family,399,2.9
4919,953,2021,11,Business,481,1.6
4920,230,2019,1,Solo,283,3.1
4921,341,2019,2,Business,64,1.6
4922,7,2020,9,Family,476,3.6
4923,721,2018,4,Family,274,3.2
4924,544,2023,11,Friends,282,4.6
4925,296,2022,4,Family,232,2.8
4926,545,2021,2,Family,2,2.8
4927,249,2022,1,Solo,227,3.8
4928,198,2023,7,Business,174,2.9
4929,128,2022,4,Solo,413,2.3
4930,354,2019,9,Couples,391,4.5
4931,370,2022,3,Couples,237,3.2
4932,627,2020,5,Friends,244,2.7
4933,31,2022,8,Solo,445,4.5
4934,991,2021,11,Solo,399,3.2
4935,256,2021,5,Family,72,2.3
4936,73,2018,7,Solo,237,3.2
4937,223,2021,11,Business,51,3.1
4938,230,2022,11,Couples,492,3.6
4939,651,2022,9,Solo,375,2.6
4940,101,2020,8,Solo,338,4.0
4941,451,2019,2,Business,322,4.4
4942,409,2022,11,Family,388,1.6
4943,235,2018,9,Friends,241,1.9
4944,618,2021,12,Couples,431,4.5
4945,761,2019,6,Business,245,4.3
4946,950,2022,2,Solo,492,2.1
4947,632,2021,1,Solo,2,4.1
4948,372,2019,4,Couples,261,4.3
4949,878,2023,5,Business,98,2.4
4950,810,2022,5,Family,13,1.6
4951,31,2021,2,Couples,128,2.0
4952,954,2023,6,Business,421,3.1
4953,642,2023,2,Family,120,2.5
4954,669,2022,12,Solo,248,1.7
4955,546,2018,6,Family,128,2.5
4956,790,2022,9,Friends,332,4.7
4957,194,2023,1,Family,444,2.8
4958,347,2023,2,Solo,398,4.5
4959,472,2018,2,Business,322,1.3
4960,161,2023,5,Family,75,3.7
4961,734,2023,2,Friends,21,4.9
4962,41,2021,3,Business,442,1.9
4963,962,2023,7,Couples,194,4.2
4964,541,2023,2,Friends,87,4.9
4965,335,2018,3,Couples,362,1.4
4966,368,2018,7,Couples,446,1.5
4967,920,2022,3,Friends,138,1.1
4968,845,2023,7,Business,417,4.5
4969,213,2020,10,Friends,303,3.7
4970,816,2020,1,Friends,109,3.5
4971,503,2023,4,Couples,345,4.5
4972,875,2021,1,Friends,221,2.3
4973,853,2021,4,Business,412,5.0
4974,252,2021,5,Couples,77,1.8
4975,851,2018,4,Friends,130,3.9
4976,611,2021,10,Family,498,1.2
4977,635,2023,12,Family,231,3.8
4978,631,2019,11,Couples,474,4.2
4979,262,2020,12,Solo,299,3.8
4980,337,2018,2,Business,323,2.4
4981,605,2018,11,Couples,101,3.0
4982,815,2022,7,Solo,27,4.8
4983,271,2020,4,Business,399,3.3
4984,773,2020,9,Friends,189,2.0
4985,578,2020,5,Friends,255,4.0
4986,663,2019,2,Couples,289,1.5
4987,611,2021,3,Friends,346,2.4
4988,448,2022,2,Business,301,3.1
4989,253,2018,9,Solo,313,3.4
4990,539,2021,4,Family,7,4.1
4991,131,2020,7,Solo,118,4.3
4992,778,2021,11,Family,369,4.4
4993,909,2020,12,Family,486,3.0
4994,103,2022,5,Business,476,4.5
4995,779,2023,11,Couples,104,2.1
4996,868,2022,7,Solo,381,2.4
4997,143,2019,10,Business,196,2.4
4998,713,2021,12,Couples,488,2.7
4999,382,2018,3,Business,440,1.1
5000,350,2020,12,Solo,71,2.2
5001,89,2023,5,Friends,234,1.8
5002,278,2019,3,Friends,19,4.8
5003,879,2019,11,Family,415,4.3
5004,288,2023,9,Friends,1,2.9
5005,316,2018,2,Friends,319,1.7
5006,508,2022,8,Family,414,3.6
5007,97,2021,1,Family,360,1.2
5008,112,2023,8,Business,413,5.0
5009,852,2022,3,Family,456,4.7
5010,575,2019,9,Couples,465,4.5
5011,29,2018,12,Couples,211,2.3
5012,447,2018,8,Solo,303,1.3
5013,89,2018,4,Friends,324,2.5
5014,769,2018,1,Family,214,2.2
5015,450,2022,9,Solo,364,3.3
5016,523,2022,12,Family,441,2.7
5017,98,2020,6,Couples,49,1.1
5018,733,2018,7,Solo,109,3.8
5019,359,2019,2,Solo,262,2.2
5020,343,2018,5,Couples,443,3.1
5021,216,2020,4,Couples,332,1.7
5022,211,2022,5,Business,469,3.9
5023,961,2020,10,Family,162,2.7
5024,568,2018,1,Business,12,1.7
5025,672,2021,6,Business,203,4.8
5026,937,2021,3,Friends,416,2.3
5027,592,2021,9,Business,189,1.2
5028,301,2018,11,Solo,273,3.8
5029,251,2021,4,Couples,213,3.7
5030,371,2020,11,Business,138,3.7
5031,519,2018,11,Business,163,2.2
5032,167,2019,3,Business,472,3.1
5033,133,2018,6,Business,104,3.1
5034,688,2019,4,Couples,171,4.4
5035,125,2018,4,Business,484,1.3
5036,396,2023,8,Family,138,1.6
5037,457,2021,10,Friends,199,3.9
5038,299,2020,8,Business,401,1.1
5039,272,2021,1,Solo,174,3.1
5040,202,2019,8,Couples,482,4.0
5041,829,2019,4,Couples,355,3.7
5042,87,2023,1,Family,415,4.0
5043,709,2021,11,Business,48,2.3
5044,275,2020,12,Friends,424,4.7
5045,747,2018,9,Friends,191,2.7
5046,417,2023,4,Business,291,1.6
5047,184,2021,9,Couples,52,2.8
5048,768,2023,7,Business,122,3.2
5049,984,2022,7,Solo,454,2.0
5050,143,2018,3,Friends,47,2.0
5051,744,2020,6,Friends,166,1.5
5052,170,2022,7,Couples,93,1.3
5053,773,2020,12,Friends,249,4.8
5054,300,2020,11,Family,487,1.4
5055,158,2018,4,Family,6,2.9
5056,314,2019,12,Couples,24,2.7
5057,656,2023,3,Family,449,2.4
5058,192,2022,10,Business,254,3.5
5059,763,2021,4,Solo,38,2.8
5060,138,2023,4,Family,216,4.9
5061,890,2020,10,Friends,329,2.7
5062,983,2020,12,Business,273,4.0
5063,935,2018,7,Family,323,1.3
5064,443,2022,5,Business,426,2.4
5065,203,2020,5,Friends,147,1.9
5066,370,2022,2,Family,250,4.0
5067,611,2022,1,Friends,398,2.9
5068,689,2023,10,Couples,101,1.6
5069,535,2022,11,Business,259,3.8
5070,841,2023,5,Couples,286,4.8
5071,363,2023,2,Family,69,1.5
5072,684,2018,2,Family,187,4.9
5073,519,2018,3,Family,173,4.3
5074,86,2020,10,Business,180,1.9
5075,955,2022,6,Couples,384,1.7
5076,67,2020,6,Solo,332,4.7
5077,648,2018,2,Family,44,3.6
5078,105,2023,10,Family,408,1.2
5079,573,2023,6,Friends,40,3.2
5080,476,2021,9,Couples,125,3.0
5081,125,2018,9,Friends,371,3.5
5082,864,2023,9,Couples,483,2.6
5083,372,2023,2,Business,427,4.1
5084,572,2022,11,Family,85,3.8
5085,707,2019,9,Business,287,4.4
5086,532,2023,1,Family,204,1.3
5087,297,2018,6,Solo,198,5.0
5088,267,2022,11,Family,250,1.8
5089,996,2020,3,Friends,145,2.8
5090,997,2021,8,Business,105,1.1
5091,856,2018,11,Business,93,3.6
5092,433,2022,7,Family,235,1.6
5093,164,2019,10,Business,112,2.3
5094,286,2023,3,Family,126,2.2
5095,282,2020,1,Business,453,2.0
5096,734,2018,9,Solo,269,3.7
5097,898,2019,2,Solo,445,3.6
5098,402,2021,3,Business,439,3.3
5099,514,2018,1,Family,70,3.6
5100,571,2021,3,Solo,359,3.2
5101,792,2018,5,Couples,476,3.1
5102,872,2018,9,Friends,351,1.2
5103,841,2022,12,Business,8,2.3
5104,152,2018,1,Solo,40,3.8
5105,111,2023,11,Family,278,4.3
5106,53,2019,7,Couples,242,1.2
5107,609,2020,4,Business,409,4.2
5108,988,2019,5,Family,466,2.2
5109,344,2023,1,Couples,91,1.7
5110,17,2023,7,Business,366,2.4
5111,588,2021,5,Solo,373,3.9
5112,638,2018,6,Business,213,2.8
5113,618,2021,1,Family,35,3.2
5114,430,2018,12,Family,261,3.0
5115,16,2023,8,Business,237,4.6
5116,272,2020,2,Couples,218,3.5
5117,612,2022,8,Couples,494,3.4
5118,250,2020,1,Friends,173,3.4
5119,404,2020,11,Solo,136,3.0
5120,809,2023,10,Friends,450,2.5
5121,646,2018,10,Couples,341,2.7
5122,413,2022,11,Friends,42,3.4
5123,803,2020,9,Family,271,3.3
5124,596,2022,5,Business,383,4.5
5125,242,2023,6,Couples,3,3.5
5126,961,2019,7,Solo,332,3.1
5127,167,2021,10,Business,217,1.4
5128,12,2021,1,Solo,163,3.7
5129,344,2018,7,Business,434,3.9
5130,273,2019,8,Family,2,2.2
5131,6,2022,10,Solo,348,3.0
5132,467,2020,7,Friends,269,1.2
5133,918,2019,9,Couples,4,4.3
5134,322,2022,5,Solo,487,4.8
5135,91,2021,7,Couples,185,2.6
5136,194,2018,10,Couples,446,2.4
5137,536,2018,1,Couples,78,4.0
5138,314,2022,3,Couples,40,1.7
5139,860,2021,2,Solo,240,4.0
5140,598,2021,12,Family,56,4.8
5141,732,2018,5,Family,137,4.0
5142,626,2020,2,Couples,194,4.0
5143,943,2021,10,Couples,228,1.0
5144,830,2019,7,Couples,412,3.1
5145,211,2019,10,Business,10,1.7
5146,145,2022,1,Business,357,4.8
5147,989,2019,9,Business,258,1.2
5148,906,2023,7,Family,388,2.8
5149,913,2023,1,Friends,128,2.4
5150,955,2019,7,Friends,281,2.3
5151,131,2022,8,Business,128,1.4
5152,466,2020,6,Family,64,4.1
5153,849,2021,2,Solo,182,3.3
5154,579,2019,4,Family,373,1.1
5155,443,2018,4,Friends,299,1.8
5156,827,2021,12,Couples,356,2.2
5157,623,2022,2,Couples,187,4.6
5158,605,2022,10,Couples,383,1.9
5159,747,2020,1,Solo,213,2.0
5160,940,2019,8,Solo,398,2.9
5161,620,2021,9,Family,288,3.2
5162,175,2019,12,Friends,370,2.7
5163,25,2020,3,Solo,79,4.1
5164,294,2023,5,Solo,183,3.1
5165,599,2023,3,Family,14,3.6
5166,675,2018,9,Friends,426,2.7
5167,741,2022,10,Couples,372,1.7
5168,261,2021,12,Family,400,2.4
5169,995,2020,2,Solo,148,3.7
5170,209,2018,10,Friends,363,1.8
5171,773,2020,1,Solo,236,4.7
5172,31,2023,5,Family,344,1.9
5173,342,2018,6,Friends,254,5.0
5174,225,2021,6,Couples,324,4.7
5175,736,2023,1,Friends,276,1.6
5176,723,2023,2,Friends,458,2.9
5177,319,2023,6,Solo,258,1.4
5178,767,2020,1,Solo,399,2.8
5179,13,2022,8,Family,277,2.1
5180,803,2023,11,Friends,124,2.5
5181,394,2019,7,Family,279,4.4
5182,838,2018,3,Business,348,2.4
5183,151,2018,10,Solo,338,1.9
5184,805,2019,5,Solo,380,2.2
5185,945,2022,11,Business,105,3.8
5186,721,2020,1,Business,137,1.8
5187,806,2020,7,Solo,64,1.2
5188,594,2019,10,Solo,31,3.1
5189,359,2020,5,Couples,75,3.1
5190,890,2021,11,Business,376,1.4
5191,298,2023,6,Business,496,2.3
5192,173,2023,12,Couples,293,4.2
5193,746,2023,2,Couples,380,3.7
5194,310,2019,3,Friends,248,2.4
5195,200,2020,5,Couples,165,1.4
5196,859,2018,7,Family,47,4.5
5197,888,2018,11,Couples,439,2.3
5198,300,2022,10,Solo,188,1.1
5199,505,2019,7,Business,311,4.4
5200,961,2022,9,Solo,182,1.3
5201,137,2021,5,Friends,69,2.1
5202,616,2020,2,Friends,301,3.0
5203,247,2022,6,Couples,222,2.8
5204,294,2022,5,Family,483,3.6
5205,833,2023,7,Friends,232,4.5
5206,326,2023,10,Friends,394,4.1
5207,821,2020,8,Solo,104,3.4
5208,621,2018,5,Family,247,2.7
5209,573,2019,8,Friends,236,4.5
5210,810,2020,6,Business,147,2.7
5211,439,2021,12,Family,252,3.1
5212,97,2022,3,Friends,31,4.5
5213,855,2018,6,Couples,313,1.2
5214,550,2019,10,Family,131,2.7
5215,220,2022,4,Couples,202,2.4
5216,837,2022,1,Couples,306,1.8
5217,587,2019,11,Solo,422,4.5
5218,587,2023,6,Family,67,2.7
5219,426,2021,1,Solo,403,4.3
5220,485,2023,5,Family,114,3.1
5221,992,2022,6,Family,440,3.4
5222,832,2021,12,Family,479,4.1
5223,590,2022,3,Business,402,1.1
5224,914,2021,3,Business,278,3.5
5225,393,2022,1,Solo,125,2.6
5226,32,2019,11,Couples,423,4.9
5227,234,2020,4,Business,322,4.4
5228,1000,2021,7,Family,50,4.9
5229,393,2020,10,Couples,126,2.0
5230,893,2020,6,Family,481,3.1
5231,963,2023,7,Couples,376,3.0
5232,504,2020,10,Friends,447,3.6
5233,712,2020,2,Couples,406,1.7
5234,131,2020,8,Friends,237,4.2
5235,726,2023,9,Friends,481,1.3
5236,220,2019,4,Family,325,3.2
5237,509,2021,6,Solo,495,4.3
5238,818,2022,5,Business,325,3.3
5239,224,2022,6,Family,99,2.8
5240,373,2023,10,Couples,497,2.3
5241,419,2020,4,Friends,187,2.6
5242,128,2023,5,Family,320,2.6
5243,727,2020,3,Couples,406,2.9
5244,820,2021,9,Business,190,1.2
5245,27,2018,11,Solo,124,4.8
5246,32,2018,7,Business,40,3.5
5247,104,2020,2,Couples,296,3.5
5248,203,2022,9,Family,453,3.4
5249,478,2019,8,Business,391,1.3
5250,39,2018,10,Couples,340,4.4
5251,602,2022,10,Solo,425,4.2
5252,153,2021,4,Friends,145,2.6
5253,182,2019,9,Business,449,4.3
5254,309,2021,3,Family,85,4.0
5255,542,2020,5,Couples,261,2.2
5256,246,2022,6,Friends,49,2.4
5257,539,2022,10,Solo,263,2.3
5258,176,2018,8,Family,105,4.4
5259,869,2019,9,Friends,219,2.3
5260,265,2022,7,Business,124,4.2
5261,42,2019,8,Family,144,4.3
5262,854,2019,8,Family,128,1.6
5263,43,2023,12,Solo,443,2.1
5264,609,2018,11,Friends,388,3.4
5265,839,2021,8,Couples,117,4.7
5266,234,2020,4,Couples,378,2.0
5267,223,2018,9,Business,102,1.3
5268,440,2022,5,Couples,401,1.5
5269,951,2023,1,Business,231,4.2
5270,510,2023,8,Couples,103,4.9
5271,756,2018,5,Couples,326,2.9
5272,971,2020,6,Solo,347,4.9
5273,910,2021,1,Solo,492,2.7
5274,128,2019,10,Business,14,2.2
5275,244,2018,9,Family,274,1.7
5276,598,2022,5,Solo,368,4.6
5277,534,2018,2,Couples,214,1.3
5278,100,2021,4,Couples,347,2.1
5279,865,2022,7,Friends,406,1.9
5280,431,2021,5,Friends,34,5.0
5281,19,2023,3,Couples,99,2.2
5282,429,2019,7,Business,400,4.0
5283,786,2023,9,Family,18,2.6
5284,749,2022,4,Couples,157,2.5
5285,524,2021,2,Couples,188,4.1
5286,646,2020,2,Business,438,1.0
5287,766,2019,7,Business,472,1.6
5288,813,2020,4,Family,119,4.2
5289,91,2022,1,Solo,294,3.8
5290,715,2018,1,Friends,120,1.7
5291,819,2023,5,Family,333,3.3
5292,536,2021,3,Family,36,1.5
5293,668,2022,5,Family,139,1.5
5294,966,2019,4,Family,332,1.2
5295,764,2020,6,Couples,444,4.7
5296,514,2022,12,Business,349,1.5
5297,444,2023,1,Friends,498,2.9
5298,331,2018,4,Business,157,2.9
5299,591,2022,10,Family,375,1.5
5300,281,2022,5,Friends,150,2.1
5301,531,2018,12,Friends,295,4.6
5302,439,2022,11,Business,177,3.3
5303,424,2023,11,Business,126,2.0
5304,699,2022,5,Family,449,1.8
5305,813,2023,12,Solo,224,3.7
5306,612,2020,6,Friends,168,2.2
5307,254,2018,11,Business,401,2.3
5308,351,2023,1,Couples,32,1.2
5309,394,2021,9,Solo,420,3.2
5310,263,2020,2,Friends,466,2.2
5311,784,2020,2,Solo,138,2.2
5312,240,2020,10,Friends,94,3.3
5313,819,2022,6,Solo,370,2.2
5314,852,2023,6,Family,19,3.3
5315,680,2021,9,Couples,399,2.4
5316,281,2023,2,Couples,31,4.7
5317,27,2023,8,Family,415,2.2
5318,604,2019,12,Couples,147,1.2
5319,62,2018,4,Business,421,2.4
5320,355,2023,12,Couples,154,2.6
5321,840,2022,11,Family,399,1.5
5322,930,2020,9,Family,196,4.9
5323,264,2019,12,Solo,31,1.3
5324,192,2022,12,Business,287,1.0
5325,230,2020,1,Friends,81,3.4
5326,772,2023,7,Business,31,4.3
5327,465,2023,3,Business,347,1.1
5328,884,2023,4,Friends,497,3.3
5329,176,2020,11,Solo,383,2.2
5330,524,2019,8,Business,346,3.6
5331,258,2021,5,Friends,310,3.6
5332,682,2019,3,Family,39,4.7
5333,37,2022,2,Solo,143,2.9
5334,144,2021,12,Friends,230,4.4
5335,547,2020,2,Friends,445,4.0
5336,649,2021,5,Couples,487,4.3
5337,149,2018,3,Solo,334,3.3
5338,529,2022,10,Family,92,1.4
5339,749,2019,5,Business,131,4.8
5340,581,2018,6,Family,220,2.5
5341,821,2018,8,Family,492,2.7
5342,551,2020,4,Solo,366,1.9
5343,367,2021,7,Friends,137,4.2
5344,952,2020,9,Couples,149,4.5
5345,325,2019,8,Business,418,2.9
5346,599,2021,7,Family,486,2.5
5347,259,2020,6,Family,127,3.2
5348,121,2021,4,Solo,33,2.0
5349,613,2021,6,Solo,281,3.0
5350,850,2019,12,Friends,59,3.0
5351,115,2019,6,Business,213,3.2
5352,107,2019,1,Business,354,2.9
5353,146,2023,12,Family,83,4.6
5354,847,2018,4,Friends,250,4.4
5355,727,2019,10,Couples,147,3.8
5356,800,2018,11,Family,463,4.6
5357,728,2019,6,Couples,47,1.1
5358,855,2020,8,Couples,288,2.7
5359,102,2019,3,Business,316,3.4
5360,263,2018,12,Business,42,4.5
5361,478,2019,12,Business,263,4.7
5362,86,2023,4,Couples,25,3.4
5363,551,2023,11,Solo,100,2.5
5364,500,2018,4,Solo,7,1.7
5365,196,2023,3,Family,410,3.3
5366,468,2018,2,Couples,277,4.0
5367,108,2018,7,Solo,475,2.9
5368,702,2019,1,Solo,94,3.7
5369,192,2020,7,Couples,39,1.6
5370,953,2021,5,Solo,348,4.1
5371,11,2021,11,Family,214,1.3
5372,896,2022,7,Family,478,3.9
5373,732,2018,5,Family,285,3.5
5374,261,2019,3,Business,456,1.3
5375,10,2022,7,Business,369,4.5
5376,108,2022,1,Couples,59,2.1
5377,870,2022,11,Friends,274,3.2
5378,890,2022,10,Couples,377,4.6
5379,696,2019,7,Couples,306,5.0
5380,29,2021,6,Friends,150,1.7
5381,757,2019,5,Couples,234,5.0
5382,243,2020,5,Family,113,1.7
5383,905,2022,7,Couples,198,3.1
5384,828,2022,12,Friends,140,3.0
5385,841,2022,11,Solo,119,4.3
5386,665,2020,9,Couples,229,3.5
5387,638,2022,12,Solo,129,3.4
5388,888,2021,9,Business,21,2.6
5389,352,2020,3,Couples,134,3.9
5390,500,2023,11,Business,248,3.1
5391,136,2022,4,Couples,319,3.2
5392,438,2019,8,Business,384,3.5
5393,322,2022,11,Solo,92,3.3
5394,53,2019,7,Business,208,3.2
5395,790,2019,1,Family,491,1.3
5396,285,2018,12,Family,118,2.4
5397,801,2023,12,Solo,91,2.6
5398,756,2021,9,Solo,447,3.8
5399,984,2021,4,Family,116,3.7
5400,859,2020,12,Business,355,1.0
5401,943,2022,1,Business,74,3.2
5402,351,2023,4,Business,376,1.3
5403,514,2022,5,Business,490,3.2
5404,652,2023,10,Couples,379,2.3
5405,294,2020,3,Solo,382,3.3
5406,177,2023,1,Family,21,1.7
5407,385,2022,9,Friends,201,3.3
5408,269,2018,11,Friends,78,3.3
5409,937,2018,5,Solo,376,4.9
5410,937,2022,9,Family,279,3.9
5411,119,2020,12,Solo,150,1.8
5412,451,2018,10,Solo,358,2.9
5413,229,2019,3,Solo,402,2.9
5414,276,2022,10,Solo,10,3.1
5415,403,2020,4,Couples,342,2.1
5416,668,2018,9,Business,60,3.7
5417,711,2020,12,Family,277,1.4
5418,941,2020,11,Couples,37,3.0
5419,46,2020,4,Friends,289,4.3
5420,455,2023,11,Friends,177,1.3
5421,956,2023,12,Solo,23,3.7
5422,723,2019,6,Family,317,1.1
5423,384,2020,6,Friends,497,1.5
5424,223,2018,2,Couples,243,4.6
5425,129,2020,7,Friends,356,2.2
5426,907,2018,3,Friends,284,4.4
5427,383,2022,1,Solo,6,4.6
5428,474,2021,7,Friends,190,4.4
5429,270,2022,7,Solo,377,2.4
5430,678,2023,12,Family,273,2.6
5431,539,2019,4,Couples,178,3.0
5432,379,2020,3,Friends,364,2.6
5433,599,2020,3,Solo,269,4.1
5434,85,2018,4,Couples,293,1.7
5435,866,2021,12,Solo,126,1.9
5436,516,2018,1,Business,489,4.4
5437,367,2020,10,Solo,107,1.3
5438,523,2018,4,Couples,39,3.6
5439,80,2020,4,Solo,331,2.1
5440,509,2022,6,Business,274,2.3
5441,122,2020,5,Solo,296,2.3
5442,256,2023,9,Couples,276,3.9
5443,948,2018,8,Solo,150,2.9
5444,670,2018,5,Business,489,4.3
5445,175,2019,11,Solo,276,1.0
5446,66,2022,6,Couples,197,1.6
5447,478,2023,4,Business,493,1.6
5448,233,2019,2,Business,11,1.7
5449,474,2021,8,Business,410,1.7
5450,747,2022,5,Family,265,1.9
5451,895,2018,9,Business,441,1.7
5452,325,2021,2,Couples,442,1.9
5453,649,2023,7,Solo,185,2.1
5454,102,2020,3,Friends,471,2.3
5455,848,2018,1,Couples,392,2.1
5456,952,2022,1,Couples,42,1.2
5457,298,2022,7,Friends,330,5.0
5458,845,2022,10,Family,291,2.0
5459,477,2023,6,Solo,422,1.9
5460,834,2018,1,Business,159,1.2
5461,832,2020,8,Business,207,1.4
5462,120,2020,1,Family,80,2.2
5463,805,2019,5,Business,452,4.5
5464,575,2019,1,Friends,132,4.7
5465,497,2020,10,Family,232,2.3
5466,563,2019,5,Couples,176,1.3
5467,90,2022,7,Family,234,2.6
5468,515,2021,3,Family,355,3.5
5469,99,2018,5,Business,376,3.6
5470,816,2021,12,Couples,351,1.7
5471,763,2019,9,Couples,168,1.8
5472,449,2023,9,Solo,437,4.4
5473,106,2019,1,Friends,112,4.1
5474,502,2020,2,Family,289,1.1
5475,21,2022,2,Business,306,3.8
5476,257,2022,12,Business,66,2.6
5477,151,2019,5,Business,287,1.3
5478,273,2023,1,Friends,132,1.1
5479,217,2021,12,Family,458,1.1
5480,817,2020,10,Friends,168,3.4
5481,544,2018,10,Solo,48,3.5
5482,560,2022,1,Friends,194,4.8
5483,594,2018,1,Business,17,1.0
5484,629,2023,11,Solo,177,2.6
5485,766,2020,9,Friends,188,1.0
5486,33,2021,11,Friends,13,4.6
5487,679,2022,12,Couples,426,4.2
5488,952,2023,6,Family,404,2.9
5489,102,2023,7,Solo,347,1.4
5490,891,2018,3,Couples,9,4.8
5491,765,2020,9,Business,129,2.5
5492,622,2022,1,Solo,194,3.1
5493,620,2021,4,Friends,42,4.5
5494,932,2021,7,Family,444,4.7
5495,802,2018,10,Couples,125,1.9
5496,985,2019,11,Couples,242,3.5
5497,550,2023,11,Solo,99,1.8
5498,322,2021,6,Family,348,4.0
5499,376,2023,4,Couples,488,2.5
